    0.2434126E+04    0.2434126E+04    0.1508467E-04
    0.2434126E+04    0.2460299E+04    0.1578848E-04
    0.2434126E+04    0.2486473E+04    0.1652539E-04
    0.2434126E+04    0.2512646E+04    0.1729670E-04
    0.2434126E+04    0.2538819E+04    0.1810168E-04
    0.2434126E+04    0.2564993E+04    0.1893737E-04
    0.2434126E+04    0.2591166E+04    0.1979839E-04
    0.2434126E+04    0.2617340E+04    0.2067717E-04
    0.2434126E+04    0.2643513E+04    0.2156169E-04
    0.2434126E+04    0.2669686E+04    0.2243622E-04
    0.2434126E+04    0.2695860E+04    0.2328152E-04
    0.2434126E+04    0.2722033E+04    0.2407466E-04
    0.2434126E+04    0.2748207E+04    0.2478309E-04
    0.2434126E+04    0.2774380E+04    0.2536537E-04
    0.2434126E+04    0.2800553E+04    0.2576527E-04
    0.2434126E+04    0.2826727E+04    0.2591176E-04
    0.2434126E+04    0.2852900E+04    0.2571348E-04
    0.2434126E+04    0.2879073E+04    0.2505721E-04
    0.2434126E+04    0.2905247E+04    0.2380535E-04
    0.2434126E+04    0.2931420E+04    0.2179512E-04
    0.2434126E+04    0.2957594E+04    0.1884451E-04
    0.2434126E+04    0.2983767E+04    0.1474933E-04
    0.2434126E+04    0.3009940E+04    0.9293520E-05
    0.2434126E+04    0.3036114E+04    0.2252167E-05
    0.2434126E+04    0.3062287E+04   -0.6600389E-05
    0.2434126E+04    0.3088461E+04   -0.1746909E-04
    0.2434126E+04    0.3114634E+04   -0.3050932E-04
    0.2434126E+04    0.3140807E+04   -0.4574178E-04
    0.2434126E+04    0.3166981E+04   -0.6291863E-04
    0.2434126E+04    0.3193154E+04   -0.8130295E-04
    0.2434126E+04    0.3219328E+04   -0.9941794E-04
    0.2434126E+04    0.3245501E+04   -0.1148376E-03
    0.2434126E+04    0.3271674E+04   -0.1242303E-03
    0.2434126E+04    0.3297848E+04   -0.1238544E-03
    0.2434126E+04    0.3324021E+04   -0.1106059E-03
    0.2434126E+04    0.3350195E+04   -0.8331762E-04
    0.2434126E+04    0.3376368E+04   -0.4363611E-04
    0.2434126E+04    0.3402541E+04    0.4140318E-05
    0.2434126E+04    0.3428715E+04    0.5412896E-04
    0.2434126E+04    0.3454888E+04    0.9983523E-04
    0.2434126E+04    0.3481062E+04    0.1344138E-03
    0.2434126E+04    0.3507235E+04    0.1507739E-03
    0.2434126E+04    0.3533408E+04    0.1430792E-03
    0.2434126E+04    0.3559582E+04    0.1096311E-03
    0.2434126E+04    0.3585755E+04    0.5479781E-04
    0.2434126E+04    0.3611929E+04   -0.1208061E-04
    0.2434126E+04    0.3638102E+04   -0.8007772E-04
    0.2434126E+04    0.3664275E+04   -0.1396314E-03
    0.2434126E+04    0.3690449E+04   -0.1840037E-03
    0.2434126E+04    0.3716622E+04   -0.2097651E-03
    0.2434126E+04    0.3742796E+04   -0.2169220E-03
    0.2434126E+04    0.3768969E+04   -0.2084335E-03
    0.2434126E+04    0.3795142E+04   -0.1889956E-03
    0.2434126E+04    0.3821316E+04   -0.1635722E-03
    0.2434126E+04    0.3847489E+04   -0.1362813E-03
    0.2434126E+04    0.3873663E+04   -0.1099596E-03
    0.2434126E+04    0.3899836E+04   -0.8621569E-04
    0.2434126E+04    0.3926009E+04   -0.6574568E-04
    0.2434126E+04    0.3952183E+04   -0.4865466E-04
    0.2434126E+04    0.3978356E+04   -0.3471697E-04
    0.2434126E+04    0.4004530E+04   -0.2355675E-04
    0.2434126E+04    0.4030703E+04   -0.1474563E-04
 
    0.2460299E+04    0.2434126E+04    0.1512130E-04
    0.2460299E+04    0.2460299E+04    0.1580623E-04
    0.2460299E+04    0.2486473E+04    0.1651891E-04
    0.2460299E+04    0.2512646E+04    0.1725971E-04
    0.2460299E+04    0.2538819E+04    0.1802659E-04
    0.2460299E+04    0.2564993E+04    0.1881603E-04
    0.2460299E+04    0.2591166E+04    0.1962138E-04
    0.2460299E+04    0.2617340E+04    0.2043117E-04
    0.2460299E+04    0.2643513E+04    0.2123171E-04
    0.2460299E+04    0.2669686E+04    0.2200339E-04
    0.2460299E+04    0.2695860E+04    0.2272107E-04
    0.2460299E+04    0.2722033E+04    0.2335588E-04
    0.2460299E+04    0.2748207E+04    0.2386824E-04
    0.2460299E+04    0.2774380E+04    0.2420673E-04
    0.2460299E+04    0.2800553E+04    0.2430550E-04
    0.2460299E+04    0.2826727E+04    0.2407836E-04
    0.2460299E+04    0.2852900E+04    0.2341877E-04
    0.2460299E+04    0.2879073E+04    0.2219095E-04
    0.2460299E+04    0.2905247E+04    0.2023325E-04
    0.2460299E+04    0.2931420E+04    0.1735515E-04
    0.2460299E+04    0.2957594E+04    0.1333987E-04
    0.2460299E+04    0.2983767E+04    0.7947694E-05
    0.2460299E+04    0.3009940E+04    0.9226191E-06
    0.2460299E+04    0.3036114E+04   -0.8005404E-05
    0.2460299E+04    0.3062287E+04   -0.1910347E-04
    0.2460299E+04    0.3088461E+04   -0.3262091E-04
    0.2460299E+04    0.3114634E+04   -0.4875158E-04
    0.2460299E+04    0.3140807E+04   -0.6753690E-04
    0.2460299E+04    0.3166981E+04   -0.8871053E-04
    0.2460299E+04    0.3193154E+04   -0.1114512E-03
    0.2460299E+04    0.3219328E+04   -0.1340868E-03
    0.2460299E+04    0.3245501E+04   -0.1538540E-03
    0.2460299E+04    0.3271674E+04   -0.1669179E-03
    0.2460299E+04    0.3297848E+04   -0.1689100E-03
    0.2460299E+04    0.3324021E+04   -0.1560679E-03
    0.2460299E+04    0.3350195E+04   -0.1266711E-03
    0.2460299E+04    0.3376368E+04   -0.8201026E-04
    0.2460299E+04    0.3402541E+04   -0.2623879E-04
    0.2460299E+04    0.3428715E+04    0.3471475E-04
    0.2460299E+04    0.3454888E+04    0.9405240E-04
    0.2460299E+04    0.3481062E+04    0.1440854E-03
    0.2460299E+04    0.3507235E+04    0.1761426E-03
    0.2460299E+04    0.3533408E+04    0.1821799E-03
    0.2460299E+04    0.3559582E+04    0.1583501E-03
    0.2460299E+04    0.3585755E+04    0.1078554E-03
    0.2460299E+04    0.3611929E+04    0.4019275E-04
    0.2460299E+04    0.3638102E+04   -0.3253657E-04
    0.2460299E+04    0.3664275E+04   -0.9922410E-04
    0.2460299E+04    0.3690449E+04   -0.1516824E-03
    0.2460299E+04    0.3716622E+04   -0.1853409E-03
    0.2460299E+04    0.3742796E+04   -0.1994381E-03
    0.2460299E+04    0.3768969E+04   -0.1965430E-03
    0.2460299E+04    0.3795142E+04   -0.1812936E-03
    0.2460299E+04    0.3821316E+04   -0.1588059E-03
    0.2460299E+04    0.3847489E+04   -0.1334579E-03
    0.2460299E+04    0.3873663E+04   -0.1083497E-03
    0.2460299E+04    0.3899836E+04   -0.8532192E-04
    0.2460299E+04    0.3926009E+04   -0.6523960E-04
    0.2460299E+04    0.3952183E+04   -0.4833355E-04
    0.2460299E+04    0.3978356E+04   -0.3446393E-04
    0.2460299E+04    0.4004530E+04   -0.2330742E-04
    0.2460299E+04    0.4030703E+04   -0.1447188E-04
 
    0.2486473E+04    0.2434126E+04    0.1512296E-04
    0.2486473E+04    0.2460299E+04    0.1578385E-04
    0.2486473E+04    0.2486473E+04    0.1646583E-04
    0.2486473E+04    0.2512646E+04    0.1716834E-04
    0.2486473E+04    0.2538819E+04    0.1788860E-04
    0.2486473E+04    0.2564993E+04    0.1862144E-04
    0.2486473E+04    0.2591166E+04    0.1935835E-04
    0.2486473E+04    0.2617340E+04    0.2008602E-04
    0.2486473E+04    0.2643513E+04    0.2078557E-04
    0.2486473E+04    0.2669686E+04    0.2143332E-04
    0.2486473E+04    0.2695860E+04    0.2199895E-04
    0.2486473E+04    0.2722033E+04    0.2244547E-04
    0.2486473E+04    0.2748207E+04    0.2272477E-04
    0.2486473E+04    0.2774380E+04    0.2277582E-04
    0.2486473E+04    0.2800553E+04    0.2251834E-04
    0.2486473E+04    0.2826727E+04    0.2185209E-04
    0.2486473E+04    0.2852900E+04    0.2064980E-04
    0.2486473E+04    0.2879073E+04    0.1875203E-04
    0.2486473E+04    0.2905247E+04    0.1596790E-04
    0.2486473E+04    0.2931420E+04    0.1207469E-04
    0.2486473E+04    0.2957594E+04    0.6815691E-05
    0.2486473E+04    0.2983767E+04   -0.9026426E-07
    0.2486473E+04    0.3009940E+04   -0.8948000E-05
    0.2486473E+04    0.3036114E+04   -0.2007566E-04
    0.2486473E+04    0.3062287E+04   -0.3379213E-04
    0.2486473E+04    0.3088461E+04   -0.5040001E-04
    0.2486473E+04    0.3114634E+04   -0.7013385E-04
    0.2486473E+04    0.3140807E+04   -0.9306245E-04
    0.2486473E+04    0.3166981E+04   -0.1189017E-03
    0.2486473E+04    0.3193154E+04   -0.1467283E-03
    0.2486473E+04    0.3219328E+04   -0.1746525E-03
    0.2486473E+04    0.3245501E+04   -0.1995158E-03
    0.2486473E+04    0.3271674E+04   -0.2169043E-03
    0.2486473E+04    0.3297848E+04   -0.2217190E-03
    0.2486473E+04    0.3324021E+04   -0.2094353E-03
    0.2486473E+04    0.3350195E+04   -0.1776808E-03
    0.2486473E+04    0.3376368E+04   -0.1273214E-03
    0.2486473E+04    0.3402541E+04   -0.6232377E-04
    0.2486473E+04    0.3428715E+04    0.1135850E-04
    0.2486473E+04    0.3454888E+04    0.8658858E-04
    0.2486473E+04    0.3481062E+04    0.1547396E-03
    0.2486473E+04    0.3507235E+04    0.2052757E-03
    0.2486473E+04    0.3533408E+04    0.2275725E-03
    0.2486473E+04    0.3559582E+04    0.2152669E-03
    0.2486473E+04    0.3585755E+04    0.1701407E-03
    0.2486473E+04    0.3611929E+04    0.1018447E-03
    0.2486473E+04    0.3638102E+04    0.2382681E-04
    0.2486473E+04    0.3664275E+04   -0.5102890E-04
    0.2486473E+04    0.3690449E+04   -0.1128481E-03
    0.2486473E+04    0.3716622E+04   -0.1557239E-03
    0.2486473E+04    0.3742796E+04   -0.1779841E-03
    0.2486473E+04    0.3768969E+04   -0.1817249E-03
    0.2486473E+04    0.3795142E+04   -0.1714917E-03
    0.2486473E+04    0.3821316E+04   -0.1525673E-03
    0.2486473E+04    0.3847489E+04   -0.1296180E-03
    0.2486473E+04    0.3873663E+04   -0.1060428E-03
    0.2486473E+04    0.3899836E+04   -0.8394428E-04
    0.2486473E+04    0.3926009E+04   -0.6439763E-04
    0.2486473E+04    0.3952183E+04   -0.4777347E-04
    0.2486473E+04    0.3978356E+04   -0.3403481E-04
    0.2486473E+04    0.4004530E+04   -0.2292490E-04
    0.2486473E+04    0.4030703E+04   -0.1409084E-04
 
    0.2512646E+04    0.2434126E+04    0.1508024E-04
    0.2512646E+04    0.2460299E+04    0.1571024E-04
    0.2512646E+04    0.2486473E+04    0.1635411E-04
    0.2512646E+04    0.2512646E+04    0.1700945E-04
    0.2512646E+04    0.2538819E+04    0.1767256E-04
    0.2512646E+04    0.2564993E+04    0.1833622E-04
    0.2512646E+04    0.2591166E+04    0.1898990E-04
    0.2512646E+04    0.2617340E+04    0.1961768E-04
    0.2512646E+04    0.2643513E+04    0.2019589E-04
    0.2512646E+04    0.2669686E+04    0.2069530E-04
    0.2512646E+04    0.2695860E+04    0.2107855E-04
    0.2512646E+04    0.2722033E+04    0.2130052E-04
    0.2512646E+04    0.2748207E+04    0.2130385E-04
    0.2512646E+04    0.2774380E+04    0.2101345E-04
    0.2512646E+04    0.2800553E+04    0.2033535E-04
    0.2512646E+04    0.2826727E+04    0.1915045E-04
    0.2512646E+04    0.2852900E+04    0.1730854E-04
    0.2512646E+04    0.2879073E+04    0.1462133E-04
    0.2512646E+04    0.2905247E+04    0.1086722E-04
    0.2512646E+04    0.2931420E+04    0.5781352E-05
    0.2512646E+04    0.2957594E+04   -0.9359368E-06
    0.2512646E+04    0.2983767E+04   -0.9616843E-05
    0.2512646E+04    0.3009940E+04   -0.2062020E-04
    0.2512646E+04    0.3036114E+04   -0.3432262E-04
    0.2512646E+04    0.3062287E+04   -0.5110733E-04
    0.2512646E+04    0.3088461E+04   -0.7133244E-04
    0.2512646E+04    0.3114634E+04   -0.9528799E-04
