   0.139905591E+04   0.286656486E-04   0.203113607E-02
   0.140743359E+04   0.323963977E-04   0.208717259E-02
   0.141581104E+04   0.367325556E-04   0.214678515E-02
   0.142418872E+04   0.417900374E-04   0.221031532E-02
   0.143256628E+04   0.477093745E-04   0.227814750E-02
   0.144094373E+04   0.546623960E-04   0.235071382E-02
   0.144932141E+04   0.628598791E-04   0.242850115E-02
   0.145769897E+04   0.725603386E-04   0.251205964E-02
   0.146607654E+04   0.840822759E-04   0.260200887E-02
   0.147445410E+04   0.978188691E-04   0.269905035E-02
   0.148283179E+04   0.114259070E-03   0.280397572E-02
   0.149120923E+04   0.134008573E-03   0.291768042E-02
   0.149958691E+04   0.157824543E-03   0.304117170E-02
   0.150796448E+04   0.186651712E-03   0.317558460E-02
   0.151634204E+04   0.221674156E-03   0.332218758E-02
   0.152471960E+04   0.264378497E-03   0.348239462E-02
   0.153309729E+04   0.316634309E-03   0.365776639E-02
   0.154147473E+04   0.380795129E-03   0.384999765E-02
   0.154985242E+04   0.459829520E-03   0.406090263E-02
   0.155822998E+04   0.557477120E-03   0.429236144E-02
   0.156660754E+04   0.678451208E-03   0.454623764E-02
   0.157498523E+04   0.828677556E-03   0.482423278E-02
   0.158336267E+04   0.101558899E-02   0.512765581E-02
   0.159174023E+04   0.124845351E-02   0.545706972E-02
   0.160011780E+04   0.153874804E-02   0.581174204E-02
   0.160849548E+04   0.190052274E-02   0.618884480E-02
   0.161687305E+04   0.235068612E-02   0.658227364E-02
   0.162525061E+04   0.290907151E-02   0.698097469E-02
   0.163362817E+04   0.359800761E-02   0.736664049E-02
   0.164200586E+04   0.444093300E-02   0.771068083E-02
   0.165038342E+04   0.545928860E-02   0.797057617E-02
   0.165876086E+04   0.666660955E-02   0.808619428E-02
   0.166713843E+04   0.805852097E-02   0.797770265E-02
   0.167551611E+04   0.959797576E-02   0.754843885E-02
   0.168389368E+04   0.111976070E-01   0.669816229E-02
   0.169227124E+04   0.127069103E-01   0.535228336E-02
   0.170064880E+04   0.139194960E-01   0.350616127E-02
   0.170902649E+04   0.146165043E-01   0.126719184E-02
   0.171740405E+04   0.146430684E-01  -0.113943662E-02
   0.172578162E+04   0.139793046E-01  -0.342636346E-02
   0.173415906E+04   0.127538173E-01  -0.534035265E-02
   0.174253662E+04   0.111869695E-01  -0.673923874E-02
   0.175091431E+04   0.950644538E-02  -0.760687236E-02
   0.175929187E+04   0.788699556E-02  -0.801605638E-02
   0.176766943E+04   0.643220032E-02  -0.807729736E-02
   0.177604700E+04   0.518530561E-02  -0.790073723E-02
   0.178442468E+04   0.414972613E-02  -0.757748121E-02
   0.179280225E+04   0.330746523E-02  -0.717500411E-02
   0.180117981E+04   0.263173995E-02  -0.673957542E-02
   0.180955725E+04   0.209428580E-02  -0.630096905E-02
   0.181793506E+04   0.166898326E-02  -0.587713718E-02
   0.182631250E+04   0.133329444E-02  -0.547799654E-02
   0.183469006E+04   0.106853270E-02  -0.510823354E-02
   0.184306763E+04   0.859581749E-03  -0.476925541E-02
   0.185144531E+04   0.694405811E-03  -0.446051732E-02
   0.185982288E+04   0.563517271E-03  -0.418037269E-02
   0.186820044E+04   0.459485978E-03  -0.392663525E-02
   0.187657800E+04   0.376512384E-03  -0.369691220E-02
   0.188495569E+04   0.310080708E-03  -0.348880887E-02
   0.189333325E+04   0.256674597E-03  -0.330004748E-02
   0.190171069E+04   0.213555351E-03  -0.312852114E-02
   0.191008826E+04   0.178586663E-03  -0.297232182E-02
   0.191846594E+04   0.150099469E-03  -0.282974076E-02
   0.192684351E+04   0.126785220E-03  -0.269926409E-02
   0.193522107E+04   0.107616419E-03  -0.257955375E-02
   0.194359863E+04   0.917828438E-04  -0.246943510E-02
   0.195197632E+04   0.786441014E-04  -0.236787694E-02
   0.196035388E+04   0.676918571E-04  -0.227397517E-02
   0.196873145E+04   0.585212001E-04  -0.218693633E-02
   0.197710889E+04   0.508079938E-04  -0.210606540E-02
   0.198548669E+04   0.442930577E-04  -0.203075074E-02
   0.199386414E+04   0.387660803E-04  -0.196045404E-02
   0.200224170E+04   0.340583829E-04  -0.189470151E-02
   0.201061926E+04   0.300319443E-04  -0.183307333E-02
   0.201899683E+04   0.265751332E-04  -0.177519931E-02
   0.202737451E+04   0.235953630E-04  -0.172074942E-02
   0.203575208E+04   0.210177805E-04  -0.166943099E-02
   0.204412964E+04   0.187797978E-04  -0.162098254E-02
   0.205250708E+04   0.168301958E-04  -0.157517090E-02
   0.206088477E+04   0.151259574E-04  -0.153178675E-02
   0.206926245E+04   0.136311746E-04  -0.149064173E-02
   0.207763989E+04   0.123165382E-04  -0.145156635E-02
   0.208601733E+04   0.111563886E-04  -0.141440867E-02
   0.209439526E+04   0.101299174E-04  -0.137902994E-02
   0.210277271E+04   0.921898118E-05  -0.134530535E-02
   0.211115015E+04   0.840845405E-05  -0.131312024E-02
   0.211952783E+04   0.768536847E-05  -0.128237216E-02
   0.212790552E+04   0.703862679E-05  -0.125296565E-02
   0.213628296E+04   0.645867385E-05  -0.122481503E-02
   0.214466064E+04   0.593774030E-05  -0.119784079E-02
   0.215303809E+04   0.546871115E-05  -0.117197051E-02
   0.216141577E+04   0.504523496E-05  -0.114713784E-02
   0.216979346E+04   0.466217489E-05  -0.112328073E-02
   0.217817090E+04   0.431525723E-05  -0.110034319E-02
   0.218654834E+04   0.399990358E-05  -0.107827282E-02
   0.219492603E+04   0.371319061E-05  -0.105702097E-02
   0.220330371E+04   0.345203284E-05  -0.103654293E-02
   0.221168115E+04   0.321355469E-05  -0.101679703E-02
