  0.172787598E+04  0.552951125E-02 -0.373878516E-03
  0.173101758E+04  0.545929605E-02 -0.711858156E-03
  0.173415906E+04  0.535351364E-02 -0.103561510E-02
  0.173730066E+04  0.521558430E-02 -0.134019146E-02
  0.174044238E+04  0.504970877E-02 -0.162156520E-02
  0.174358398E+04  0.486059021E-02 -0.187676179E-02
  0.174672546E+04  0.465315301E-02 -0.210387842E-02
  0.174986707E+04  0.443228520E-02 -0.230202894E-02
  0.175300854E+04  0.420263084E-02 -0.247123744E-02
  0.175615039E+04  0.396842882E-02 -0.261228601E-02
  0.175929187E+04  0.373341260E-02 -0.272655603E-02
  0.176243347E+04  0.350075914E-02 -0.281586032E-02
  0.176557495E+04  0.327307661E-02 -0.288229599E-02
  0.176871655E+04  0.305242953E-02 -0.292811170E-02
  0.177185828E+04  0.284037925E-02 -0.295560295E-02
  0.177499988E+04  0.263804197E-02 -0.296702585E-02
  0.177814136E+04  0.244614994E-02 -0.296454085E-02
  0.178128296E+04  0.226511504E-02 -0.295017008E-02
  0.178442468E+04  0.209508627E-02 -0.292577152E-02
  0.178756628E+04  0.193600613E-02 -0.289302832E-02
  0.179070776E+04  0.178765564E-02 -0.285344501E-02
  0.179384937E+04  0.164969615E-02 -0.280835340E-02
  0.179699084E+04  0.152170425E-02 -0.275891856E-02
  0.180013269E+04  0.140319753E-02 -0.270615262E-02
  0.180327417E+04  0.129365874E-02 -0.265092752E-02
  0.180641577E+04  0.119255239E-02 -0.259398692E-02
  0.180955725E+04  0.109933957E-02 -0.253596273E-02
  0.181269885E+04  0.101348700E-02 -0.247738580E-02
  0.181584058E+04  0.934476091E-03 -0.241870014E-02
  0.181898218E+04  0.861807144E-03 -0.236027176E-02
  0.182212366E+04  0.795003376E-03 -0.230240216E-02
  0.182526526E+04  0.733613851E-03 -0.224533351E-02
  0.182840698E+04  0.677214004E-03 -0.218926114E-02
  0.183154858E+04  0.625406508E-03 -0.213433756E-02
  0.183469006E+04  0.577820756E-03 -0.208067941E-02
  0.183783167E+04  0.534112391E-03 -0.202837423E-02
  0.184097314E+04  0.493962551E-03 -0.197748397E-02
  0.184411487E+04  0.457076560E-03 -0.192804926E-02
  0.184725647E+04  0.423182762E-03 -0.188009394E-02
  0.185039807E+04  0.392031157E-03 -0.183362653E-02
  0.185353955E+04  0.363391446E-03 -0.178864365E-02
  0.185668127E+04  0.337053090E-03 -0.174513354E-02
  0.185982288E+04  0.312822376E-03 -0.170307502E-02
  0.186296448E+04  0.290522206E-03 -0.166244165E-02
  0.186610596E+04  0.269989978E-03 -0.162320212E-02
  0.186924756E+04  0.251077174E-03 -0.158532080E-02
  0.187238928E+04  0.233648199E-03 -0.154876045E-02
  0.187553088E+04  0.217578767E-03 -0.151348091E-02
  0.187867236E+04  0.202755255E-03 -0.147944107E-02
  0.188181396E+04  0.189073879E-03 -0.144659879E-02
  0.188495544E+04  0.176439906E-03 -0.141491275E-02
  0.188809717E+04  0.164766781E-03 -0.138433999E-02
  0.189123877E+04  0.153975227E-03 -0.135483965E-02
  0.189438037E+04  0.143993049E-03 -0.132637029E-02
  0.189752185E+04  0.134754024E-03 -0.129889161E-02
  0.190066357E+04  0.126197832E-03 -0.127236464E-02
  0.190380518E+04  0.118269156E-03 -0.124675117E-02
  0.190694678E+04  0.110917426E-03 -0.122201408E-02
  0.191008826E+04  0.104096638E-03 -0.119811750E-02
  0.191322986E+04  0.977644886E-04 -0.117502711E-02
  0.191637158E+04  0.918822989E-04 -0.115270924E-02
  0.191951306E+04  0.864145186E-04 -0.113113190E-02
  0.192265466E+04  0.813288207E-04 -0.111026468E-02
  0.192579626E+04  0.765957157E-04 -0.109007768E-02
  0.192893774E+04  0.721876713E-04 -0.107054296E-02
  0.193207947E+04  0.680798621E-04 -0.105163292E-02
  0.193522107E+04  0.642493760E-04 -0.103332219E-02
  0.193836267E+04  0.606753238E-04 -0.101558538E-02
  0.194150415E+04  0.573383259E-04 -0.998399337E-03
  0.194464587E+04  0.542206835E-04 -0.981741003E-03
  0.194778748E+04  0.513061241E-04 -0.965589308E-03
  0.195092896E+04  0.485795754E-04 -0.949923124E-03
  0.195407056E+04  0.460276606E-04 -0.934723183E-03
  0.195721216E+04  0.436373884E-04 -0.919970393E-03
  0.196035388E+04  0.413971175E-04 -0.905646884E-03
  0.196349536E+04  0.392962829E-04 -0.891735661E-03
  0.196663696E+04  0.373249277E-04 -0.878220482E-03
  0.196977856E+04  0.354739532E-04 -0.865085691E-03
  0.197292004E+04  0.337347519E-04 -0.852316269E-03
  0.197606177E+04  0.320999206E-04 -0.839898479E-03
  0.197920337E+04  0.305618996E-04 -0.827818585E-03
  0.198234485E+04  0.291144497E-04 -0.816063897E-03
  0.198548645E+04  0.277511717E-04 -0.804621610E-03
  0.198862817E+04  0.264665177E-04 -0.793480664E-03
  0.199176978E+04  0.252550726E-04 -0.782629417E-03
  0.199491125E+04  0.241123798E-04 -0.772057392E-03
  0.199805286E+04  0.230337264E-04 -0.761754345E-03
  0.200119446E+04  0.220145994E-04 -0.751710322E-03
  0.200433618E+04  0.210516810E-04 -0.741916476E-03
  0.200747766E+04  0.201411658E-04 -0.732363435E-03
  0.201061926E+04  0.192798016E-04 -0.723042875E-03
  0.201376086E+04  0.184642013E-04 -0.713946589E-03
  0.201690259E+04  0.176919457E-04 -0.705066661E-03
  0.202004407E+04  0.169599352E-04 -0.696396281E-03
  0.202318567E+04  0.162661490E-04 -0.687927706E-03
  0.202632715E+04  0.156077804E-04 -0.679654360E-03
  0.202946875E+04  0.149829802E-04 -0.671569433E-03
  0.203261047E+04  0.143895450E-04 -0.663666928E-03
  0.203575208E+04  0.138258274E-04 -0.655941083E-03
  0.203889355E+04  0.132899522E-04 -0.648385612E-03
  0.204203516E+04  0.127803150E-04 -0.640995451E-03
  0.204517676E+04  0.122955444E-04 -0.633765012E-03
  0.204831836E+04  0.118337330E-04 -0.626689405E-03
  0.205145996E+04  0.113942142E-04 -0.619763974E-03
  0.205460156E+04  0.109753073E-04 -0.612983597E-03
  0.205774316E+04  0.105758254E-04 -0.606343965E-03
  0.206088477E+04  0.101950882E-04 -0.599841005E-03
  0.206402637E+04  0.983177415E-05 -0.593470584E-03
  0.206716797E+04  0.948472007E-05 -0.587228395E-03
  0.207030957E+04  0.915360488E-05 -0.581110711E-03
  0.207345093E+04  0.883693701E-05 -0.575114158E-03
  0.207659277E+04  0.853429992E-05 -0.569234893E-03
  0.207973438E+04  0.824520612E-05 -0.563469774E-03
  0.208287598E+04  0.796830045E-05 -0.557815249E-03
  0.208601733E+04  0.770349470E-05 -0.552268350E-03
  0.208915894E+04  0.745002626E-05 -0.546826166E-03
  0.209230078E+04  0.720708977E-05 -0.541485380E-03
  0.209544238E+04  0.697447058E-05 -0.536243722E-03
  0.209858374E+04  0.675131105E-05 -0.531097990E-03
  0.210172534E+04  0.653749112E-05 -0.526045798E-03
  0.210486719E+04  0.633221271E-05 -0.521084759E-03
  0.210800879E+04  0.613539214E-05 -0.516211963E-03
  0.211115015E+04  0.594636776E-05 -0.511425780E-03
  0.211429175E+04  0.576488355E-05 -0.506723416E-03
  0.211743335E+04  0.559056389E-05 -0.502102775E-03
  0.212057520E+04  0.542294993E-05 -0.497561763E-03
  0.212371655E+04  0.526189797E-05 -0.493098516E-03
  0.212685815E+04  0.510692007E-05 -0.488710764E-03
  0.212999976E+04  0.495784298E-05 -0.484396704E-03
  0.213314136E+04  0.481454117E-05 -0.480154617E-03
  0.213628296E+04  0.467643122E-05 -0.475982612E-03
  0.213942456E+04  0.454355495E-05 -0.471879001E-03
  0.214256616E+04  0.441545262E-05 -0.467842096E-03
  0.214570776E+04  0.429226748E-05 -0.463870441E-03
  0.214884937E+04  0.417323690E-05 -0.459962263E-03
  0.215199097E+04  0.405858145E-05 -0.456116017E-03
  0.215513257E+04  0.394804783E-05 -0.452330481E-03
  0.215827417E+04  0.384138821E-05 -0.448603911E-03
  0.216141553E+04  0.373831085E-05 -0.444935285E-03
  0.216455737E+04  0.363907520E-05 -0.441323005E-03
  0.216769897E+04  0.354306985E-05 -0.437765993E-03
  0.217084058E+04  0.345046510E-05 -0.434262765E-03
  0.217398193E+04  0.336100311E-05 -0.430812273E-03
  0.217712378E+04  0.327448538E-05 -0.427413266E-03
  0.218026538E+04  0.319085279E-05 -0.424064434E-03
  0.218340698E+04  0.310996620E-05 -0.420765224E-03
  0.218654834E+04  0.303183560E-05 -0.417513947E-03
  0.218968994E+04  0.295619066E-05 -0.414309703E-03
  0.219283179E+04  0.288295792E-05 -0.411151792E-03
  0.219597339E+04  0.281225084E-05 -0.408038846E-03
  0.219911475E+04  0.274371018E-05 -0.404970080E-03
  0.220225635E+04  0.267727546E-05 -0.401944650E-03
  0.220539795E+04  0.261294349E-05 -0.398961420E-03
